player,shirt_number,nation,position,minutes,goals,assists,penalty_kicks_made,penalty_kicks_attempted,shots,shots_on_target,yellow_cards,red_cards,fouls_commited,fouls_drawn,offsides,crosses,tackles_on,interceptions,own_goals,penalty_kicks_won,penalty_kicks_conceded,team,match_id
Leonardo Morais,32.0,br BRA,RB,66.0,0,0,0,0,0,0,1,0,5,1,0,1,1,2,0,,,Avaí,352
Gabriel Lima,77.0,br BRA,FW,24.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Avaí,352
Vladimir,89.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Avaí,352
Kieza,86.0,br BRA,FW,86.0,0,0,0,0,2,2,1,0,7,1,0,0,0,0,0,,,Fortaleza,353
Wellington Paulista,9.0,br BRA,FW,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,,,Fortaleza,353
Osvaldo,11.0,br BRA,AM,64.0,1,0,0,0,3,2,0,0,0,1,0,0,0,1,0,,,Fortaleza,353
Marlon,28.0,br BRA,MF,26.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,Fortaleza,353
Romarinho,20.0,br BRA,AM,90.0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,,,Fortaleza,353
Edinho,7.0,br BRA,AM,72.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,,,Fortaleza,353
André Luis,97.0,br BRA,"FW,MF",18.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,,,Fortaleza,353
Juninho,55.0,br BRA,DM,90.0,0,1,0,0,0,0,0,0,2,0,0,6,0,1,0,,,Fortaleza,353
Felipe Araruna,22.0,br BRA,DM,90.0,0,0,0,0,0,0,0,0,1,2,0,0,2,4,0,,,Fortaleza,353
Bruno Melo,30.0,br BRA,LB,90.0,1,0,0,0,2,1,0,0,0,0,0,1,2,1,0,,,Fortaleza,353
Paulão,25.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,,,Fortaleza,353
Juan Quintero,3.0,co COL,CB,90.0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,,,Fortaleza,353
Gabriel Dias,13.0,br BRA,RB,90.0,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,,,Fortaleza,353
Felipe Alves Raymundo,12.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Fortaleza,353
Rafael Moura,9.0,br BRA,FW,90.0,1,0,0,0,4,2,0,0,0,1,0,0,1,0,0,,,Goiás,353
Michael,11.0,br BRA,AM,90.0,0,1,0,0,2,1,1,0,2,0,0,12,0,1,0,,,Goiás,353
Thalles,98.0,br BRA,AM,76.0,0,0,0,0,1,0,0,0,0,1,0,6,1,0,0,,,Goiás,353
Rafinha,17.0,br BRA,MF,14.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,,,Goiás,353
Leandro Barcia,30.0,uy URU,AM,90.0,0,0,0,0,3,0,0,0,1,0,0,3,0,0,0,,,Goiás,353
Léo Sena,20.0,br BRA,DM,90.0,0,0,0,0,0,0,0,0,1,9,0,3,5,2,0,,,Goiás,353
Gilberto,29.0,br BRA,DM,90.0,0,0,0,0,1,1,0,0,0,1,0,1,2,0,0,,,Goiás,353
Alan Ruschel,28.0,br BRA,LB,63.0,0,0,0,0,1,0,0,0,0,0,1,4,1,0,0,,,Goiás,353
Jefferson,13.0,br BRA,DF,27.0,0,0,0,0,1,0,0,0,1,0,0,4,1,0,0,,,Goiás,353
Rafael Vaz,4.0,br BRA,CB,90.0,0,0,0,0,4,0,0,0,1,0,1,1,2,1,0,,,Goiás,353
Fábio Sanches,27.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,Goiás,353
Yago Rocha,32.0,br BRA,RB,81.0,0,0,0,0,1,0,0,0,2,1,0,13,1,0,0,,,Goiás,353
Yago,6.0,br BRA,MF,9.0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,,Goiás,353
Tadeu,23.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Goiás,353
Gabriel Barbosa,9.0,br BRA,FW,90.0,2,1,0,0,4,4,0,0,1,3,1,0,0,0,0,,,Flamengo,354
Bruno Henrique,27.0,br BRA,AM,45.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,Flamengo,354
Diego,10.0,br BRA,MF,45.0,0,0,0,0,1,1,0,0,0,3,0,0,0,1,0,,,Flamengo,354
Giorgian De Arrascaeta,14.0,uy URU,AM,90.0,1,1,0,0,1,1,0,0,1,4,0,3,0,1,0,,,Flamengo,354
Vitinho,11.0,br BRA,AM,68.0,0,0,0,0,2,2,1,0,2,2,0,3,2,1,0,,,Flamengo,354
Robert Piris Da Motta,25.0,py PAR,MF,22.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,Flamengo,354
Gerson,8.0,br BRA,DM,90.0,0,1,0,0,0,0,0,0,2,5,0,0,0,1,0,,,Flamengo,354
Willian Arão,5.0,br BRA,DM,90.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,,Flamengo,354
Filipe Luís,16.0,br BRA,LB,90.0,0,0,0,0,0,0,0,0,4,0,0,2,5,0,0,,,Flamengo,354
Rhodolfo,44.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,,,Flamengo,354
Rodrigo Caio,3.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,Flamengo,354
Rafinha,13.0,br BRA,RB,58.0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,,,Flamengo,354
Rodinei,2.0,br BRA,DF,32.0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,,,Flamengo,354
Diego Alves,1.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Flamengo,354
Luiz Adriano,10.0,br BRA,FW,90.0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,,,Palmeiras,354
Dudu,7.0,br BRA,FW,90.0,0,0,0,0,3,1,0,0,1,9,1,2,0,0,0,,,Palmeiras,354
Lucas Lima,20.0,br BRA,LW,53.0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,,,Palmeiras,354
Willian,29.0,br BRA,"FW,MF",37.0,0,0,0,0,2,0,1,0,0,1,1,0,1,0,0,,,Palmeiras,354
Ramires,18.0,br BRA,RW,45.0,0,0,0,0,2,0,0,0,2,2,0,0,2,1,0,,,Palmeiras,354
Gustavo Scarpa,14.0,br BRA,MF,45.0,0,1,0,0,3,3,0,0,1,1,0,7,0,0,0,,,Palmeiras,354
Felipe Melo,30.0,br BRA,CM,63.0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,,,Palmeiras,354
Matheus Fernandes,35.0,br BRA,MF,27.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,,,Palmeiras,354
Bruno Henrique,19.0,br BRA,CM,90.0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,,,Palmeiras,354
Diogo Barbosa,6.0,br BRA,LB,90.0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,,,Palmeiras,354
Vitor Hugo,4.0,br BRA,CB,90.0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,,,Palmeiras,354
Luan Garcia,13.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,Palmeiras,354
Marcos Rocha,2.0,br BRA,RB,90.0,0,0,0,0,0,0,0,0,2,2,1,7,1,1,0,,,Palmeiras,354
Jailson,42.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Palmeiras,354
Élber,7.0,br BRA,FW,76.0,0,0,0,0,3,2,0,0,0,2,0,3,1,0,0,,,Bahia,355
Arthur,77.0,br BRA,"FW,MF",14.0,1,0,0,0,2,1,0,0,1,0,0,0,0,1,0,,,Bahia,355
Gilberto,9.0,br BRA,FW,76.0,1,0,0,0,3,2,1,0,1,1,0,0,0,0,0,,,Bahia,355
Fernandão,20.0,br BRA,FW,14.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,Bahia,355
Artur,98.0,br BRA,FW,89.0,0,1,0,0,2,0,1,0,0,3,0,11,1,0,0,,,Bahia,355
Wanderson,3.0,br BRA,DF,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Bahia,355
Ronaldo,16.0,br BRA,CM,62.0,0,0,0,0,1,1,2,1,2,1,0,0,2,0,0,,,Bahia,355
Flávio,5.0,br BRA,CM,90.0,0,1,0,0,0,0,1,0,1,0,0,4,0,1,0,,,Bahia,355
Gregore de Magalhães da Silva,26.0,br BRA,CM,90.0,0,0,0,0,2,1,0,0,2,0,0,1,1,0,0,,,Bahia,355
Moisés,6.0,br BRA,LB,90.0,0,0,0,0,1,0,0,0,2,1,0,5,1,1,0,,,Bahia,355
Juninho,40.0,br BRA,CB,90.0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,,,Bahia,355
Lucas Fonseca,28.0,br BRA,CB,90.0,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,,,Bahia,355
João Pedro,23.0,br BRA,RB,90.0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,0,,,Bahia,355
Douglas Friedrich,1.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Bahia,355
Ricardo Bueno,9.0,br BRA,FW,90.0,0,0,0,0,1,0,0,0,0,3,2,1,1,0,0,,,CSA,355
Apodi,20.0,br BRA,AM,42.0,0,0,0,0,1,1,1,0,1,3,1,1,0,0,0,,,CSA,355
Héctor Bustamante,18.0,py PAR,MF,48.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,,,CSA,355
Jean Cléber,15.0,br BRA,AM,86.0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,,,CSA,355
Warley,13.0,br BRA,DF,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,CSA,355
Euller,16.0,br BRA,AM,72.0,0,0,0,0,1,0,1,0,2,0,1,0,0,4,0,,,CSA,355
Bruno Alves,23.0,br BRA,FW,18.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,CSA,355
Nílton,10.0,br BRA,DM,90.0,1,0,0,0,5,2,0,0,0,1,0,0,1,1,0,,,CSA,355
João Vitor,7.0,br BRA,DM,90.0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,,,CSA,355
Rafinha,26.0,br BRA,LB,90.0,0,1,0,0,2,1,0,0,1,0,0,16,2,1,0,,,CSA,355
Luciano Castán,4.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,,,CSA,355
Alan Costa,3.0,br BRA,CB,90.0,0,0,0,0,1,0,1,0,1,0,0,0,0,3,0,,,CSA,355
Dawhan,8.0,br BRA,RB,90.0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,,,CSA,355
Jordi Almeida,12.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CSA,355
Gustavo,19.0,br BRA,FW,90.0,0,0,0,0,5,2,1,0,2,1,1,0,0,0,0,,,Corinthians,356
Clayson,25.0,br BRA,LW,67.0,0,0,0,0,2,0,0,0,0,1,0,8,1,1,0,,,Corinthians,356
Mateus Vital,22.0,br BRA,MF,23.0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,,,Corinthians,356
Pedrinho,38.0,br BRA,AM,90.0,0,0,0,0,2,1,0,0,1,3,0,4,0,0,0,,,Corinthians,356
Júnior Urso,11.0,br BRA,AM,75.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Corinthians,356
Mauro Boselli,17.0,ar ARG,FW,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Corinthians,356
Janderson,31.0,br BRA,RW,78.0,1,0,0,0,1,1,0,0,3,2,1,7,1,1,0,,,Corinthians,356
Vágner Love,9.0,br BRA,FW,12.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Corinthians,356
Gabriel,5.0,br BRA,DM,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,Corinthians,356
Carlos,6.0,br BRA,LB,90.0,0,0,0,0,1,0,0,0,1,1,0,2,1,1,0,,,Corinthians,356
Gil,26.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,Corinthians,356
Manoel,4.0,br BRA,CB,90.0,0,0,0,0,2,0,0,0,0,0,1,0,1,2,0,,,Corinthians,356
Fagner,23.0,br BRA,RB,90.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,,Corinthians,356
Cássio,12.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Corinthians,356
Franco Di Santo,26.0,ar ARG,FW,77.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,Atlético Mineiro,356
Leonardo Silva,3.0,br BRA,DF,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atlético Mineiro,356
Marquinhos,50.0,br BRA,AM,90.0,0,1,0,0,4,4,0,0,1,1,0,1,2,0,0,,,Atlético Mineiro,356
Juan Cazares,10.0,ec ECU,AM,90.0,1,0,0,0,3,3,0,0,0,1,1,7,1,0,0,,,Atlético Mineiro,356
Luan,27.0,br BRA,AM,90.0,0,0,0,0,0,0,0,0,3,1,0,4,1,2,0,,,Atlético Mineiro,356
José Welison,14.0,br BRA,DM,90.0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,,,Atlético Mineiro,356
Jair,88.0,br BRA,DM,81.0,0,0,0,0,4,1,0,0,1,2,0,0,2,0,0,,,Atlético Mineiro,356
Rómulo Otero,80.0,ve VEN,MF,9.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,Atlético Mineiro,356
Fábio Santos,6.0,br BRA,LB,90.0,1,0,1,1,1,1,0,0,2,0,0,0,1,1,0,,,Atlético Mineiro,356
Réver,4.0,br BRA,CB,90.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,Atlético Mineiro,356
Igor Rabello,16.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,,,Atlético Mineiro,356
Patric Cabral Lalau,2.0,br BRA,RB,90.0,0,0,0,0,0,0,1,0,2,0,0,4,1,0,0,,,Atlético Mineiro,356
Cleiton Schwengber,40.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Atlético Mineiro,356
Maicon Marques,11.0,br BRA,"FW,MF",,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,Atlético Mineiro,356
Pablo,9.0,br BRA,FW,62.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,São Paulo,357
Raniel,21.0,br BRA,FW,28.0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,,,São Paulo,357
Vitor Bueno,12.0,br BRA,LW,73.0,0,0,0,0,1,0,0,0,2,2,0,2,0,0,1,,,São Paulo,357
Helio Junio,11.0,br BRA,MF,17.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,São Paulo,357
Igor Gomes,26.0,br BRA,AM,90.0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,,,São Paulo,357
Dani Alves,10.0,br BRA,AM,90.0,0,0,0,0,1,0,0,0,3,3,0,4,0,0,0,,,São Paulo,357
Antony,39.0,br BRA,RW,90.0,0,0,0,0,2,0,0,0,1,3,0,0,2,2,0,,,São Paulo,357
Luan,13.0,br BRA,DM,90.0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,,,São Paulo,357
Reinaldo,6.0,br BRA,LB,90.0,0,0,0,0,1,0,0,0,2,2,0,6,2,1,0,,,São Paulo,357
Bruno Fabiano Alves,3.0,br BRA,CB,90.0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,,,São Paulo,357
Robert Arboleda,5.0,ec ECU,CB,90.0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,,,São Paulo,357
Juanfran,20.0,es ESP,RB,80.0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,,,São Paulo,357
Gabriel,42.0,br BRA,FW,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,São Paulo,357
Tiago Volpi,23.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,São Paulo,357
Luciano,18.0,br BRA,FW,74.0,2,0,1,1,4,2,0,0,3,0,0,0,1,0,0,,,Grêmio,357
Felipe Vizeu,10.0,br BRA,FW,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Grêmio,357
Pepê,25.0,br BRA,AM,90.0,0,0,0,0,1,0,0,0,0,3,0,1,2,0,0,,,Grêmio,357
Everton Soares,11.0,br BRA,AM,90.0,0,0,0,0,5,1,0,0,2,4,0,0,0,1,0,,,Grêmio,357
Alisson,23.0,br BRA,AM,90.0,0,0,0,0,0,0,0,0,3,2,0,6,1,0,0,,,Grêmio,357
Maicon Souza,8.0,br BRA,DM,74.0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,,,Grêmio,357
Darlan Mendes,37.0,br BRA,MF,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,Grêmio,357
Michel,5.0,br BRA,DM,90.0,0,0,0,0,2,0,0,0,2,0,0,0,1,1,0,,,Grêmio,357
Bruno Cortez,12.0,br BRA,LB,90.0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,,,Grêmio,357
Walter Kannemann,4.0,ar ARG,CB,90.0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,,,Grêmio,357
Pedro Geromel,3.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,,,Grêmio,357
Léo Moura,2.0,br BRA,RB,84.0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,,,Grêmio,357
Ferreira,47.0,br BRA,MF,6.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,Grêmio,357
Paulo Victor Vidotti,1.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Grêmio,357
Fernando Camilo Farias,88.0,br BRA,FW,90.0,0,0,0,0,2,0,0,0,3,1,0,6,1,0,0,,,Chapecoense,358
Arthur,27.0,br BRA,LW,90.0,0,0,0,0,0,0,0,0,3,3,0,2,1,0,0,,,Chapecoense,358
Elicarlos,86.0,br BRA,AM,80.0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,,,Chapecoense,358
Gustavo Campanharo,10.0,br BRA,MF,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Chapecoense,358
Márcio Araújo,8.0,br BRA,AM,90.0,0,0,0,0,0,0,0,0,1,3,0,1,2,1,0,,,Chapecoense,358
Renato,19.0,br BRA,RW,35.0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,,,Chapecoense,358
Dalberto,29.0,br BRA,FW,55.0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,,,Chapecoense,358
Amaral,55.0,br BRA,DM,90.0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,,,Chapecoense,358
Roberto Heuchayer,90.0,br BRA,LB,90.0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,,,Chapecoense,358
Hiago,35.0,br BRA,CB,61.0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,,,Chapecoense,358
Maurício Ramos,44.0,br BRA,"DF,MF",29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,Chapecoense,358
Douglas,23.0,br BRA,CB,90.0,0,0,0,0,0,0,1,0,2,0,0,0,2,1,0,,,Chapecoense,358
Eduardo,2.0,br BRA,RB,90.0,0,0,0,0,0,0,0,0,1,1,0,2,3,2,0,,,Chapecoense,358
João Ricardo Riedi,1.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,Chapecoense,358
Eduardo Sasha,27.0,br BRA,FW,88.0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,,,Santos,358
Kaio Jorge,19.0,br BRA,FW,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Santos,358
Tailson,39.0,br BRA,FW,45.0,0,0,0,0,0,0,0,0,2,1,0,4,1,0,0,,,Santos,358
Derlis González,17.0,py PAR,"FW,MF",45.0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,,,Santos,358
Marinho,11.0,br BRA,FW,90.0,0,1,0,0,2,1,1,0,2,6,0,4,1,0,0,,,Santos,358
Felipe Jonatan,36.0,br BRA,LM,90.0,0,0,0,0,1,0,0,0,1,1,0,0,0,4,0,,,Santos,358
Evandro Goebel,25.0,br BRA,CM,76.0,1,1,0,0,1,1,1,0,2,2,0,1,2,1,0,,,Santos,358
Diego Pituca,21.0,br BRA,MF,14.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,Santos,358
Alison,5.0,br BRA,CM,90.0,0,0,0,0,0,0,1,0,4,2,0,0,2,1,0,,,Santos,358
Carlos Sánchez,7.0,uy URU,RM,90.0,0,0,0,0,3,0,0,0,2,0,0,9,0,0,0,,,Santos,358
Gustavo Henrique,6.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,,,Santos,358
Lucas Veríssimo,28.0,br BRA,CB,90.0,1,0,0,0,3,2,0,0,1,1,0,0,2,0,0,,,Santos,358
Victor Ferraz,4.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,,,Santos,358
Éverson,22.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Santos,358
Pedro Rocha Neves,32.0,br BRA,FW,69.0,0,0,0,0,1,0,0,0,1,2,0,3,0,0,0,,,Cruzeiro,359
Ezequiel,17.0,br BRA,FW,21.0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,,,Cruzeiro,359
Diederrick Joel,37.0,cm CMR,FW,45.0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,,,Cruzeiro,359
Fred,9.0,br BRA,FW,45.0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,,,Cruzeiro,359
David,11.0,br BRA,FW,90.0,0,0,0,0,1,0,0,0,2,1,0,6,1,2,0,,,Cruzeiro,359
Ariel Cabral,5.0,ar ARG,CM,90.0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,,,Cruzeiro,359
Henrique Pacheco Lima,8.0,br BRA,CM,90.0,0,0,0,0,1,0,0,0,1,4,0,0,2,1,0,,,Cruzeiro,359
Éderson,15.0,br BRA,CM,45.0,0,0,0,0,2,0,1,0,2,1,0,0,2,0,0,,,Cruzeiro,359
Marquinhos Gabriel,20.0,br BRA,"FW,MF",45.0,0,0,0,0,2,0,1,0,0,2,0,7,0,0,0,,,Cruzeiro,359
Egídio Pereira Júnior,6.0,br BRA,LB,90.0,0,0,0,0,3,0,0,0,3,1,0,13,0,1,0,,,Cruzeiro,359
Léo,3.0,br BRA,CB,90.0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,,,Cruzeiro,359
Cacá,14.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,Cruzeiro,359
Luis Manuel Orejuela,28.0,co COL,RB,90.0,0,0,0,0,0,0,0,0,3,1,0,2,1,1,0,,,Cruzeiro,359
Fábio,1.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Cruzeiro,359
Marrony,38.0,br BRA,FW,78.0,0,0,0,0,0,0,0,0,2,3,0,0,3,0,0,,,Vasco da Gama,359
Bruno Gomes,41.0,br BRA,MF,12.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,Vasco da Gama,359
Ribamar,9.0,br BRA,FW,62.0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,,,Vasco da Gama,359
Tiago Reis,27.0,br BRA,FW,28.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,Vasco da Gama,359
Rossi,7.0,br BRA,FW,90.0,0,0,0,0,0,0,1,0,1,4,0,5,3,0,0,,,Vasco da Gama,359
Andrey Ramos do Nascimento,15.0,br BRA,CM,90.0,0,1,0,0,1,0,0,0,3,0,0,0,2,0,0,,,Vasco da Gama,359
Richard,25.0,br BRA,CM,66.0,0,0,0,0,0,0,1,0,1,1,0,0,1,3,0,,,Vasco da Gama,359
Fellipe Bastos,6.0,br BRA,MF,24.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,Vasco da Gama,359
Fredy Guarín,13.0,co COL,CM,90.0,1,0,0,0,1,1,1,0,2,1,0,3,0,0,0,,,Vasco da Gama,359
Henrique,37.0,br BRA,LB,90.0,0,0,0,0,0,0,0,0,1,2,0,2,1,1,0,,,Vasco da Gama,359
Leandro Castán,5.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,,,Vasco da Gama,359
Oswaldo Henríquez,3.0,co COL,CB,90.0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,0,,,Vasco da Gama,359
Yago Pikachu,22.0,br BRA,RB,90.0,0,0,0,0,1,0,0,0,1,2,0,1,2,1,0,,,Vasco da Gama,359
Fernando Miguel,1.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,Vasco da Gama,359
Yeferson Soteldo,10.0,ve VEN,FW,90.0,0,0,0,0,1,1,0,0,0,0,3,1,1,1,0,,,Santos,360
Jean Mota,41.0,br BRA,FW,80.0,0,0,0,0,1,0,0,0,0,2,1,5,1,1,0,,,Santos,360
Carlos Sánchez,7.0,uy URU,MF,10.0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,,,Santos,360
Marinho,11.0,br BRA,FW,90.0,0,0,0,0,3,0,1,0,0,1,1,0,1,0,0,,,Santos,360
Diego Pituca,21.0,br BRA,CM,90.0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,0,,,Santos,360
Alison,5.0,br BRA,CM,81.0,0,0,0,0,0,0,0,0,1,2,0,0,4,2,0,,,Santos,360
Felipe Jonatan,36.0,br BRA,DF,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Santos,360
Evandro Goebel,25.0,br BRA,CM,40.0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,,,Santos,360
Eduardo Sasha,27.0,br BRA,"FW,MF",50.0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,,,Santos,360
Luan Peres Petroni,14.0,br BRA,LB,67.0,0,0,0,0,0,0,2,1,3,0,0,0,0,2,0,,,Santos,360
Gustavo Henrique,6.0,br BRA,CB,90.0,0,0,0,0,0,0,1,0,3,2,0,0,2,1,0,,,Santos,360
Felipe Aguilar,26.0,co COL,CB,90.0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,,,Santos,360
Pará,31.0,br BRA,RB,90.0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,,,Santos,360
Éverson,22.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Santos,360
Marco Ruben,9.0,ar ARG,FW,90.0,1,0,0,0,2,1,0,0,3,1,3,0,2,0,0,,,Atl Paranaense,360
Rony,7.0,br BRA,AM,90.0,0,1,0,0,1,0,0,0,1,4,0,2,0,0,0,,,Atl Paranaense,360
Lucho González,3.0,ar ARG,AM,76.0,0,0,0,0,3,1,0,0,1,2,0,0,0,1,0,,,Atl Paranaense,360
Adriano,21.0,br BRA,"DF,MF",14.0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,,,Atl Paranaense,360
