player,shirt_number,nation,position,minutes,goals,assists,penalty_kicks_made,penalty_kicks_attempted,shots,shots_on_target,yellow_cards,red_cards,fouls_commited,fouls_drawn,offsides,crosses,tackles_on,interceptions,own_goals,penalty_kicks_won,penalty_kicks_conceded,team,match_id
Matheus Henrique,14.0,br BRA,DM,90.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,Grêmio,345
Michel,5.0,br BRA,DM,90.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,Grêmio,345
Alisson,23.0,br BRA,DM,83.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Grêmio,345
Darlan Mendes,37.0,br BRA,MF,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Grêmio,345
Bruno Cortez,12.0,br BRA,LB,90.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,Grêmio,345
Walter Kannemann,4.0,ar ARG,CB,90.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,Grêmio,345
Pedro Geromel,3.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Grêmio,345
Rafael Galhardo,42.0,br BRA,RB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Grêmio,345
Paulo Victor Vidotti,1.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Grêmio,345
Marcelo Cirino,10.0,br BRA,FW,90.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Atl Paranaense,345
Rony,7.0,br BRA,LW,90.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atl Paranaense,345
Guilherme Camacho,15.0,br BRA,AM,78.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,Atl Paranaense,345
Erick,26.0,br BRA,MF,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atl Paranaense,345
Lucho González,3.0,ar ARG,AM,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atl Paranaense,345
Léo Cittadini,18.0,br BRA,MF,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atl Paranaense,345
Nikão,11.0,br BRA,RW,90.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,,,Atl Paranaense,345
Wellington Martins,5.0,br BRA,DM,90.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,Atl Paranaense,345
Márcio Azevedo,6.0,br BRA,LB,90.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,Atl Paranaense,345
Léo Pereira,4.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atl Paranaense,345
Thiago Heleno,44.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atl Paranaense,345
Jonathan Moreira,2.0,br BRA,RB,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atl Paranaense,345
Adriano,21.0,br BRA,"DF,MF",34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atl Paranaense,345
Santos,1.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atl Paranaense,345
Luiz Adriano,10.0,br BRA,FW,90.0,0,0,0,0,2,1,0,0,0,1,1,0,0,1,0,,,Palmeiras,346
Hyoran,28.0,br BRA,AM,45.0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,,,Palmeiras,346
Dudu,7.0,br BRA,"FW,MF",45.0,0,0,0,0,1,1,0,0,0,1,0,3,0,0,0,,,Palmeiras,346
Willian,29.0,br BRA,AM,75.0,0,0,0,0,0,0,1,0,2,3,1,0,1,0,0,,,Palmeiras,346
Veron,47.0,br BRA,FW,15.0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,,,Palmeiras,346
Raphael Veiga,23.0,br BRA,AM,56.0,0,0,0,0,1,0,0,0,2,2,0,1,0,1,0,,,Palmeiras,346
Lucas Lima,20.0,br BRA,MF,34.0,0,0,0,0,0,0,0,0,3,0,0,5,1,0,0,,,Palmeiras,346
Matheus Fernandes,35.0,br BRA,DM,90.0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,,,Palmeiras,346
Thiago dos Santos,5.0,br BRA,DM,90.0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,,,Palmeiras,346
Victor Luis,26.0,br BRA,LB,90.0,0,0,0,0,2,0,1,0,2,2,0,3,1,0,0,,,Palmeiras,346
Vitor Hugo,4.0,br BRA,CB,90.0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,,,Palmeiras,346
Luan Garcia,13.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,,,Palmeiras,346
Mayke,12.0,br BRA,RB,90.0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,,Palmeiras,346
Wéverton,21.0,br BRA,GK,90.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,Palmeiras,346
Marcos Paulo,32.0,br BRA,FW,73.0,1,0,0,0,3,1,0,0,1,4,0,0,2,0,0,,,Fluminense,346
Pablo Dyego,7.0,br BRA,MF,17.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,,,Fluminense,346
Ganso,10.0,br BRA,AM,83.0,0,0,0,0,1,0,0,0,1,4,0,1,0,1,0,,,Fluminense,346
Nenê,77.0,br BRA,"FW,MF",7.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,Fluminense,346
Yony González,11.0,co COL,DM,90.0,0,0,0,0,3,1,0,0,2,1,0,1,0,0,0,,,Fluminense,346
Airton,5.0,br BRA,DM,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Fluminense,346
Dodi,15.0,br BRA,MF,79.0,0,0,0,0,2,0,0,0,1,3,0,1,5,4,0,,,Fluminense,346
Allan,29.0,br BRA,DM,90.0,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,,,Fluminense,346
Daniel,20.0,br BRA,DM,90.0,0,0,0,0,0,0,1,0,2,1,0,6,0,0,0,,,Fluminense,346
Caio Henrique Oliveira Silva,19.0,br BRA,LB,90.0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,,,Fluminense,346
Digão,26.0,br BRA,CB,90.0,0,0,0,0,0,0,1,0,4,1,0,0,1,2,0,,,Fluminense,346
Nino,33.0,br BRA,CB,90.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,Fluminense,346
Gilberto,2.0,br BRA,RB,90.0,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,,,Fluminense,346
Marcos Felipe,1.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Fluminense,346
Yeferson Soteldo,10.0,ve VEN,FW,89.0,0,0,0,0,1,0,2,1,0,2,0,2,0,0,0,,,Santos,347
Eduardo Sasha,27.0,br BRA,FW,90.0,0,0,0,0,3,1,1,0,1,0,1,0,1,1,0,,,Santos,347
Derlis González,17.0,py PAR,FW,90.0,0,0,0,0,1,0,1,0,3,5,1,1,1,1,0,,,Santos,347
Diego Pituca,21.0,br BRA,CM,69.0,0,1,0,0,0,0,0,0,0,3,0,1,1,1,0,,,Santos,347
Felipe Jonatan,36.0,br BRA,DF,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Santos,347
Alison,5.0,br BRA,CM,90.0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,,,Santos,347
Carlos Sánchez,7.0,uy URU,CM,90.0,1,0,0,1,5,2,0,0,2,0,1,13,0,0,0,,,Santos,347
Luan Peres Petroni,14.0,br BRA,LB,54.0,0,0,0,0,2,1,1,0,2,0,0,1,1,2,0,,,Santos,347
Evandro Goebel,25.0,br BRA,MF,36.0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,,,Santos,347
Luis Felipe,2.0,br BRA,CB,77.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,Santos,347
Jean Mota,41.0,br BRA,"DF,MF",13.0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,,,Santos,347
Lucas Veríssimo,28.0,br BRA,CB,90.0,0,0,0,0,1,0,1,0,1,1,0,0,4,0,0,,,Santos,347
Pará,31.0,br BRA,RB,89.0,0,0,0,0,0,0,2,1,1,1,0,4,1,0,0,,,Santos,347
Éverson,22.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Santos,347
Wellington Paulista,9.0,br BRA,FW,90.0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,,,Fortaleza,347
Osvaldo,11.0,br BRA,AM,77.0,1,0,0,0,4,1,0,0,3,1,1,2,3,1,0,,,Fortaleza,347
Kieza,86.0,br BRA,FW,13.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,Fortaleza,347
Romarinho,20.0,br BRA,AM,90.0,0,0,0,0,2,1,0,0,0,4,0,2,0,0,0,,,Fortaleza,347
Edinho,7.0,br BRA,AM,69.0,1,0,0,0,2,1,0,0,1,2,0,4,1,0,0,,,Fortaleza,347
Guilherme Tinga,2.0,br BRA,DF,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Fortaleza,347
Juninho,55.0,br BRA,DM,90.0,0,0,0,0,1,0,1,0,4,3,0,4,2,1,0,,,Fortaleza,347
Felipe,15.0,br BRA,DM,86.0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,,,Fortaleza,347
Felipe Araruna,22.0,br BRA,MF,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Fortaleza,347
Bruno Melo,30.0,br BRA,LB,90.0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,,,Fortaleza,347
Paulão,25.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,Fortaleza,347
Juan Quintero,3.0,co COL,CB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,Fortaleza,347
Gabriel Dias,13.0,br BRA,RB,90.0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,,,Fortaleza,347
Felipe Alves Raymundo,12.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Fortaleza,347
Marrony,38.0,br BRA,FW,90.0,0,0,0,0,3,3,0,0,2,7,0,1,1,0,0,,,Vasco da Gama,348
Marcos Júnior,19.0,br BRA,AM,44.0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,,,Vasco da Gama,348
Ribamar,9.0,br BRA,FW,46.0,0,0,0,0,0,0,0,0,2,5,0,0,1,0,0,,,Vasco da Gama,348
Bruno César,10.0,br BRA,AM,58.0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,,,Vasco da Gama,348
Valdívia,17.0,br BRA,MF,32.0,0,0,0,0,1,0,0,0,0,1,0,2,1,2,0,,,Vasco da Gama,348
Raul,31.0,br BRA,AM,90.0,0,0,0,0,0,0,1,0,5,2,0,1,4,0,0,,,Vasco da Gama,348
Richard,25.0,br BRA,DM,69.0,0,0,0,0,0,0,0,0,3,1,0,1,2,2,0,,,Vasco da Gama,348
Felipe Ferreira,18.0,br BRA,MF,21.0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,,,Vasco da Gama,348
Fredy Guarín,13.0,co COL,DM,90.0,0,0,0,0,1,1,0,0,0,2,0,2,1,2,0,,,Vasco da Gama,348
Henrique,37.0,br BRA,LB,90.0,0,0,0,0,0,0,0,0,0,1,0,4,2,1,0,,,Vasco da Gama,348
Leandro Castán,5.0,br BRA,CB,90.0,0,0,0,0,1,1,0,0,1,1,0,0,2,1,0,,,Vasco da Gama,348
Oswaldo Henríquez,3.0,co COL,CB,90.0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,,,Vasco da Gama,348
Yago Pikachu,22.0,br BRA,RB,90.0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,,,Vasco da Gama,348
Fernando Miguel,1.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Vasco da Gama,348
Pablo,9.0,br BRA,FW,90.0,0,1,0,0,1,0,0,0,5,2,2,0,0,0,0,,,São Paulo,348
Vitor Bueno,12.0,br BRA,AM,90.0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,,,São Paulo,348
Dani Alves,10.0,br BRA,AM,90.0,0,0,0,0,2,1,0,0,6,5,0,5,4,0,0,,,São Paulo,348
Antony,39.0,br BRA,AM,90.0,1,0,0,0,3,1,0,0,2,2,0,0,1,1,0,,,São Paulo,348
Igor Gomes,26.0,br BRA,DM,86.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,São Paulo,348
Liziero,14.0,br BRA,MF,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,São Paulo,348
Tchê Tchê,28.0,br BRA,DM,72.0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,0,,,São Paulo,348
Luan,13.0,br BRA,MF,18.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,,,São Paulo,348
Reinaldo,6.0,br BRA,LB,90.0,0,0,0,0,4,1,1,0,2,1,0,5,1,3,0,,,São Paulo,348
Bruno Fabiano Alves,3.0,br BRA,CB,90.0,0,0,0,0,1,1,0,0,2,1,0,0,2,2,0,,,São Paulo,348
Robert Arboleda,5.0,ec ECU,CB,90.0,0,0,0,0,1,1,0,0,4,1,0,0,2,0,0,,,São Paulo,348
Juanfran,20.0,es ESP,RB,90.0,0,0,0,0,0,0,1,0,4,1,0,4,2,0,0,,,São Paulo,348
Tiago Volpi,23.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,São Paulo,348
Ricardo Bueno,9.0,br BRA,FW,90.0,0,0,0,0,2,2,0,0,1,3,1,0,0,0,0,,,CSA,349
Apodi,20.0,br BRA,AM,68.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,,CSA,349
Bruno Alves,23.0,br BRA,FW,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CSA,349
Jonathan David Gómez,29.0,ar ARG,AM,90.0,0,0,0,0,0,0,1,0,4,1,0,0,1,1,0,,,CSA,349
Euller,16.0,br BRA,AM,58.0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,,,CSA,349
Warley,13.0,br BRA,DF,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CSA,349
Nílton,10.0,br BRA,DM,90.0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,,,CSA,349
João Vitor,7.0,br BRA,DM,90.0,0,0,0,0,0,0,1,0,3,1,0,0,0,4,0,,,CSA,349
Rafinha,26.0,br BRA,LB,86.0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,,,CSA,349
Jean Cléber,15.0,br BRA,MF,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,CSA,349
Luciano Castán,4.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CSA,349
Alan Costa,3.0,br BRA,CB,90.0,1,0,0,0,1,1,0,0,3,0,0,0,2,2,0,,,CSA,349
Dawhan,8.0,br BRA,RB,90.0,0,0,0,0,1,0,0,0,1,1,0,0,4,0,0,,,CSA,349
Jordi Almeida,12.0,br BRA,GK,90.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,CSA,349
Fred,9.0,br BRA,FW,45.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,Cruzeiro,349
Diederrick Joel,37.0,cm CMR,FW,45.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,,Cruzeiro,349
Pedro Rocha Neves,32.0,br BRA,AM,90.0,0,0,0,0,3,1,0,0,1,4,0,4,0,1,0,,,Cruzeiro,349
Thiago Neves,10.0,br BRA,AM,90.0,0,0,0,1,4,3,0,0,0,2,0,9,0,0,0,,,Cruzeiro,349
Ezequiel,17.0,br BRA,AM,68.0,0,0,0,0,2,1,0,0,2,4,0,1,0,2,0,,,Cruzeiro,349
Sassá,99.0,br BRA,FW,22.0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,,,Cruzeiro,349
Éderson,15.0,br BRA,DM,45.0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,,,Cruzeiro,349
Robinho,19.0,br BRA,MF,45.0,0,0,0,0,2,1,0,0,0,1,0,6,1,0,0,,,Cruzeiro,349
Henrique Pacheco Lima,8.0,br BRA,DM,90.0,0,0,0,0,0,0,0,0,1,2,0,2,0,2,0,,,Cruzeiro,349
Egídio Pereira Júnior,6.0,br BRA,LB,90.0,0,0,0,0,1,0,0,0,2,1,0,11,2,0,0,,,Cruzeiro,349
Léo,3.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,,,Cruzeiro,349
Cacá,14.0,br BRA,CB,90.0,0,0,0,0,1,0,0,0,0,0,0,3,1,2,0,,,Cruzeiro,349
Luis Manuel Orejuela,28.0,co COL,RB,90.0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,,,Cruzeiro,349
Fábio,1.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Cruzeiro,349
Paolo Guerrero,9.0,pe PER,FW,90.0,1,0,0,0,6,3,0,0,4,2,0,0,0,0,0,,,Internacional,350
Patrick,88.0,br BRA,AM,59.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,Internacional,350
Nonato,33.0,br BRA,MF,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Internacional,350
Neílton,17.0,br BRA,AM,70.0,0,0,0,0,4,1,0,0,0,1,0,4,2,0,0,,,Internacional,350
Nicolás López,7.0,uy URU,"FW,MF",20.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,Internacional,350
Guilherme Parede,77.0,br BRA,AM,76.0,0,0,0,0,1,0,0,0,0,2,1,11,0,0,0,,,Internacional,350
Wellington Silva,11.0,br BRA,"FW,MF",14.0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,,,Internacional,350
Rodrigo Lindoso,19.0,br BRA,DM,90.0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,,,Internacional,350
Edenílson,8.0,br BRA,DM,90.0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,,,Internacional,350
Uendel,6.0,br BRA,LB,90.0,0,0,0,0,0,0,1,0,3,0,0,4,1,1,0,,,Internacional,350
Víctor Cuesta,15.0,ar ARG,CB,90.0,0,0,0,0,1,1,0,0,1,2,0,1,3,0,0,,,Internacional,350
Rodrigo Moledo,4.0,br BRA,CB,90.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,,Internacional,350
Heitor,31.0,br BRA,RB,90.0,0,0,0,0,2,1,0,0,1,0,0,3,3,3,0,,,Internacional,350
Marcelo Lomba,12.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Internacional,350
Diego Souza,7.0,br BRA,FW,90.0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,,,Botafogo (RJ),350
Rhuan,28.0,br BRA,LW,90.0,0,0,0,0,5,1,0,0,0,1,0,2,0,0,0,,,Botafogo (RJ),350
Alex Santana,10.0,br BRA,AM,69.0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,,,Botafogo (RJ),350
Leonardo Valencia,20.0,cl CHI,MF,21.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,Botafogo (RJ),350
João Paulo Mior,5.0,br BRA,AM,90.0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,,,Botafogo (RJ),350
Luiz Fernando,9.0,br BRA,RW,90.0,0,0,0,0,1,0,0,0,0,4,1,4,0,2,0,,,Botafogo (RJ),350
Cícero Santos,8.0,br BRA,DM,76.0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,,,Botafogo (RJ),350
Jean,15.0,br BRA,MF,14.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,Botafogo (RJ),350
Yuri,31.0,br BRA,LB,90.0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,,,Botafogo (RJ),350
Joel Carli,3.0,ar ARG,CB,90.0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,,,Botafogo (RJ),350
Marcelo,14.0,br BRA,CB,90.0,0,0,0,0,1,0,0,0,1,2,0,2,2,0,0,,,Botafogo (RJ),350
Fernando,13.0,br BRA,RB,66.0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,0,,,Botafogo (RJ),350
Marcinho,4.0,br BRA,DF,24.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,Botafogo (RJ),350
Gatito Fernández,1.0,py PAR,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Botafogo (RJ),350
Marco Ruben,9.0,ar ARG,FW,78.0,0,0,0,0,2,1,0,0,3,0,3,1,1,0,0,,,Atl Paranaense,351
Lucho González,3.0,ar ARG,MF,12.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Atl Paranaense,351
Braian Romero,17.0,ar ARG,AM,90.0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,,,Atl Paranaense,351
Thonny Anderson,38.0,br BRA,AM,56.0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,,,Atl Paranaense,351
Rony,7.0,br BRA,"FW,MF",34.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,,,Atl Paranaense,351
Léo Cittadini,18.0,br BRA,AM,19.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,Atl Paranaense,351
Vitor Naum,28.0,br BRA,MF,42.0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,,,Atl Paranaense,351
Guilherme Camacho,15.0,br BRA,DM,90.0,0,1,0,0,0,0,0,0,3,1,0,3,0,1,0,,,Atl Paranaense,351
Erick,26.0,br BRA,DM,90.0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,0,,,Atl Paranaense,351
Abner,16.0,br BRA,LB,90.0,0,0,0,0,2,1,0,0,0,1,0,2,3,0,0,,,Atl Paranaense,351
Thiago Heleno,44.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,0,,,Atl Paranaense,351
Robson Bambu,14.0,br BRA,CB,90.0,0,0,0,0,1,0,1,0,4,2,0,0,0,0,0,,,Atl Paranaense,351
Mádson,23.0,br BRA,RB,90.0,1,0,0,0,1,1,0,0,0,2,0,2,0,2,0,,,Atl Paranaense,351
Santos,1.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,Atl Paranaense,351
Thiago Galhardo,89.0,br BRA,FW,90.0,0,0,0,0,3,3,1,0,3,3,0,0,1,1,0,,,Ceará,351
Lima,45.0,br BRA,AM,90.0,0,0,0,0,2,2,0,0,1,0,0,4,1,1,0,,,Ceará,351
Felipe Silva,10.0,br BRA,AM,71.0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,,,Ceará,351
Mateus Gonçalves Martins,7.0,br BRA,MF,19.0,1,0,0,0,2,1,1,0,0,0,0,2,0,0,0,,,Ceará,351
Leandro Carvalho,82.0,br BRA,AM,56.0,0,0,0,0,4,1,0,0,1,1,1,0,2,0,0,,,Ceará,351
Bergson da Silva,77.0,br BRA,FW,34.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,Ceará,351
Fábio Gonçalves,19.0,br BRA,DM,90.0,0,0,0,0,0,0,0,0,2,0,0,2,3,4,0,,,Ceará,351
William Oliveira,55.0,br BRA,DM,67.0,0,0,0,0,0,0,1,0,2,1,0,1,1,0,0,,,Ceará,351
Ricardo Dias Acosta,8.0,br BRA,MF,23.0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,,,Ceará,351
João Lucas Cardoso,6.0,br BRA,LB,90.0,0,0,0,0,2,1,1,0,2,0,0,8,3,1,0,,,Ceará,351
Luiz Otávio,13.0,br BRA,CB,90.0,0,0,0,0,0,0,1,0,0,4,0,0,1,2,0,,,Ceará,351
Valdo,3.0,br BRA,CB,90.0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,,,Ceará,351
Cristovam da Silva,2.0,br BRA,RB,90.0,0,0,0,0,0,0,1,0,3,4,0,4,0,1,0,,,Ceará,351
Diogo Silva,12.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Ceará,351
Marcos Paulo,32.0,br BRA,FW,75.0,1,0,0,0,2,1,0,0,2,1,0,0,0,1,0,,,Fluminense,352
Guilherme,28.0,br BRA,"FW,MF",15.0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,,,Fluminense,352
Nenê,77.0,br BRA,AM,75.0,0,0,0,0,0,0,1,0,3,4,0,8,0,0,0,,,Fluminense,352
Pablo Dyego,7.0,br BRA,MF,15.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,Fluminense,352
Yony González,11.0,co COL,DM,90.0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,,,Fluminense,352
Allan,29.0,br BRA,DM,85.0,0,0,0,0,0,0,1,0,0,4,0,1,1,2,0,,,Fluminense,352
Igor Julião,21.0,br BRA,DF,5.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,Fluminense,352
Yuri Oliveira Lima,6.0,br BRA,DM,90.0,0,0,0,0,1,0,0,0,5,2,0,0,3,6,0,,,Fluminense,352
Dodi,15.0,br BRA,DM,90.0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0,,,Fluminense,352
Caio Henrique Oliveira Silva,19.0,br BRA,LB,90.0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,,,Fluminense,352
Luccas Claro,4.0,br BRA,CB,90.0,0,0,0,0,1,0,1,0,1,2,0,0,0,1,0,,,Fluminense,352
Nino,33.0,br BRA,CB,90.0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,,,Fluminense,352
Gilberto,2.0,br BRA,RB,90.0,0,1,0,0,0,0,0,0,3,0,0,2,3,1,0,,,Fluminense,352
Marcos Felipe,1.0,br BRA,GK,90.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,Fluminense,352
João Paulo,19.0,br BRA,FW,90.0,1,0,1,1,1,1,1,0,3,6,0,1,4,2,0,,,Avaí,352
Jonathan,39.0,br BRA,FW,90.0,0,0,0,0,0,0,0,0,5,3,0,0,1,0,0,,,Avaí,352
Caio Paulista,70.0,br BRA,FW,50.0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,,,Avaí,352
Lourenço,97.0,br BRA,FW,40.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,Avaí,352
Wesley,98.0,br BRA,CM,90.0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,,,Avaí,352
Marcinho,55.0,br BRA,CM,45.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,Avaí,352
Vinícius Araújo,30.0,br BRA,FW,45.0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,,,Avaí,352
Richard Franco,27.0,py PAR,CM,90.0,0,0,0,0,2,0,1,0,7,4,0,3,1,0,0,,,Avaí,352
Ramon,36.0,br BRA,LB,90.0,0,0,0,0,0,0,0,0,0,1,0,6,1,1,0,,,Avaí,352
Marquinhos,33.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,3,1,0,0,2,1,0,,,Avaí,352
Eduardo Kunde,63.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Avaí,352
